rank_unknown,Annotation,locus_tag,WP,protein_id_base,UNIPROTKB,gene_symbol,product,Protein_names,prob_ensemble_with_position,prob_logreg_with_position,prob_rf_with_position,prob_xgb_with_position,prob_ensemble_mean_no_position,prob_logreg_no_position,prob_rf_no_position,prob_xgb_no_position,Gene length,Prob_per_len,Prob_per_kb,chromosome_region_start,chromosome_region_end,filamentous_diazotroph_hits,non_diazotroph_hits,Cyanothece_%ID,diazo_hit_count,diazo_hit_frac,diazo_mean_pident,nondiazo_hit_frac,nondiazo_mean_pident,diazo_minus_nondiazo_mean_pident,has_cyanothece_51142_hit,has_nondiazo_hit_80pct,Cyanothece_Prot,Gloeothece_Prot,anabaena_variabilis_atcc29413__Prot,anabaena_variabilis_atcc29413__pident,anabaena_variabilis_atcc29413__evalue,arthrospira_maxima_cs-328__Prot,arthrospira_maxima_cs-328__pident,arthrospira_maxima_cs-328__evalue,crocosphaera_watsonii_wh8501__Prot,crocosphaera_watsonii_wh8501__pident,crocosphaera_watsonii_wh8501__evalue,cyanothece_sp_atcc51142__Prot,cyanothece_sp_atcc51142__pident,cyanothece_sp_atcc51142__evalue,gloeothece_sp_6803__Prot,gloeothece_sp_6803__pident,gloeothece_sp_6803__evalue,nostoc_azollae_0708__Prot,nostoc_azollae_0708__pident,nostoc_azollae_0708__evalue,nostoc_punctiforme_pcc73102__Prot,nostoc_punctiforme_pcc73102__pident,nostoc_punctiforme_pcc73102__evalue,synechococcus_elongatus_pcc7942__Prot,synechococcus_elongatus_pcc7942__pident,synechococcus_elongatus_pcc7942__evalue
863,alr4235,PCC7120DELTA_RS22890,WP_010998373.1,WP_010998373,,argJ,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,,0.317577515,0.794989814,0.047714822,0.11002791,0.423329594,0.79789293,0.150610213,0.32148564,1264,0.000251248,0.251248034,5071182,5072446,1.0,0.0,0.0,1,0.125,97.416,0.0,,,0.0,0.0,,,tr|Q3MFE1|Q3MFE1_TRIV2,97.416,0.0,,,,,,,,,,,,,,,,,,,,,
864,alr4569,PCC7120DELTA_RS24485,WP_010998701.1,WP_010998701,Q8YNJ6,PCC7120DELTA_RS24485,acyl-CoA thioesterase,Alr4569 protein,0.317563517,0.714079783,0.133519382,0.105091386,0.380201592,0.669343718,0.185661528,0.28559953,541,0.000586994,0.586993562,5463722,5464263,1.0,0.0,0.0,2,0.25,86.088,0.0,,,0.0,0.0,,,tr|Q3MA87|Q3MA87_TRIV2,92.466,6.7e-97,,,,,,,,,,,,,,,,WP_012411672.1,79.71,2.5200000000000002e-79,,,
865,all3852,PCC7120DELTA_RS20955,WP_010997993.1,WP_010997993,Q8YQH6,PCC7120DELTA_RS20955,hypothetical protein,All3852 protein,0.317255975,0.63485128,0.213985444,0.1029312,0.292814981,0.606991871,0.082834771,0.1886183,946,0.000335366,0.335365724,4648605,4649551,1.0,0.0,0.0,3,0.375,66.36366667,0.0,,,0.0,0.0,,,tr|Q3MC19|Q3MC19_TRIV2,97.865,0.0,,,,,,,,,,,,,tr|D7DVX9|D7DVX9_NOSA0,43.599,4.89e-61,WP_012411117.1,57.627,1.4e-93,,,
866,alr5081,PCC7120DELTA_RS26965,WP_010999207.1,WP_010999207,Q8YM59,PCC7120DELTA_RS26965,hypothetical protein,Alr5081 protein,0.317197281,0.657850658,0.099343721,0.19439746,0.415710467,0.585833664,0.277873633,0.3834241,454,0.000698672,0.698672425,6052782,6053236,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
867,all1467,PCC7120DELTA_RS09135,WP_010995637.1,WP_010995637,Q8YWX7,PCC7120DELTA_RS09135,DUF4384 domain-containing protein,All1467 protein,0.317146294,0.656359997,0.126933692,0.1681452,0.364042673,0.715313013,0.136499197,0.24031581,844,0.000375766,0.375765752,1728407,1729251,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
868,asl1650,PCC7120DELTA_RS10065,WP_010995819.1,WP_010995819,Q8YWG3,PCC7120DELTA_RS10065,acyl carrier protein,Asl1650 protein,0.317092172,0.617527475,0.10426046,0.22948858,0.327942768,0.688296075,0.086854492,0.20867774,358,0.000885732,0.885732325,1969134,1969492,1.0,0.0,42.667,5,0.625,52.8346,0.0,,,0.0,0.0,tr|B1X1S8|B1X1S8_CROS5,,tr|Q3M3U8|Q3M3U8_TRIV2,92.941,2.3e-54,,,,,,,tr|B1X1S8|B1X1S8_CROS5,42.667,1.86e-17,,,,tr|D7DX39|D7DX39_NOSA0,42.308,9.35e-18,WP_012408026.1,43.59,3.58e-21,,,
869,alr3068,PCC7120DELTA_RS17100,WP_010997219.1,WP_010997219,Q8YSL6,PCC7120DELTA_RS17100,glycosyltransferase family 2 protein,Alr3068 protein,0.316677808,0.663631145,0.182523692,0.10387859,0.419519428,0.6712393,0.359400135,0.22791885,1051,0.000301311,0.301310949,3717501,3718552,1.0,0.0,0.0,2,0.25,60.886,0.0,,,0.0,0.0,,,tr|Q3MEW9|Q3MEW9_TRIV2,91.772,0.0,,,,,,,,,,,,,tr|D7DZ29|D7DZ29_NOSA0,30.0,1.22e-22,,,,,,
870,all3107,PCC7120DELTA_RS17290,WP_197535800.1,WP_197535800,,PCC7120DELTA_RS17290,site-specific integrase,,0.316508273,0.718182339,0.122467266,0.108875215,0.458422821,0.677699574,0.290258731,0.40731016,1318,0.000240143,0.240142848,3759194,3760512,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
871,asl1658,,,,,,,,0.316503529,0.505444767,0.197151493,0.24691433,0.454364136,0.605866226,0.44005288,0.3171733,382,0.000828543,0.828543269,1980868,1981250,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
872,asr1452,PCC7120DELTA_RS09070,WP_010995624.1,WP_010995624,Q8YWY4,PCC7120DELTA_RS09070,hypothetical protein,Asr1452 protein,0.316186332,0.447080819,0.249468815,0.25200936,0.371220229,0.558795381,0.223554347,0.33131096,304,0.001040087,1.040086618,1710859,1711163,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
873,all2969,PCC7120DELTA_RS16610,WP_044521575.1,WP_044521575,,PCC7120DELTA_RS16610,hypothetical protein,,0.316044815,0.689701908,0.180718213,0.077714324,0.310684978,0.709511966,0.073713359,0.14882961,1840,0.000171763,0.171763486,3611011,3612851,0.0,0.0,56.18,3,0.375,63.04333333,0.0,,,0.0,0.0,tr|B1WRI8|B1WRI8_CROS5,,tr|Q3MEM5|Q3MEM5_TRIV2,76.77,0.0,,,,,,,tr|B1WRI8|B1WRI8_CROS5,56.18,0.0,,,,,,,,,,,,
874,all5119,PCC7120DELTA_RS27145,WP_010999245.1,WP_010999245,Q8YM22,PCC7120DELTA_RS27145,TVP38/TMEM64 family protein,TVP38/TMEM64 family membrane protein,0.315513341,0.817350096,0.058749337,0.07044059,0.314188165,0.719181724,0.077999398,0.14538337,763,0.000413517,0.41351683,6115367,6116130,1.0,0.0,54.587,6,0.75,67.20016667,0.0,,,0.0,0.0,tr|B1WQP1|B1WQP1_CROS5,tr|B7KEQ5|B7KEQ5_GLOC7,tr|Q3MAM3|Q3MAM3_TRIV2,98.636,7.35e-153,,,,,,,tr|B1WQP1|B1WQP1_CROS5,54.587,1.2700000000000002e-79,tr|B7KEQ5|B7KEQ5_GLOC7,60.829,1.33e-86,,,,WP_012412119.1,73.733,2.96e-110,,,
875,all2352,PCC7120DELTA_RS13595,WP_084789093.1,WP_084789093,,PCC7120DELTA_RS13595,WD40 repeat domain-containing protein,,0.315371688,0.343710201,0.344304683,0.25810018,0.501431822,0.379883554,0.570942612,0.5534693,1174,0.00026863,0.268630058,2834829,2836003,1.0,0.0,40.614,6,0.75,57.7435,0.0,,,0.0,0.0,tr|B1X0P0|B1X0P0_CROS5,,tr|Q3MGT7|Q3MGT7_TRIV2,96.243,0.0,,,,tr|Q4C325|Q4C325_CROWT,40.893,8.82e-76,tr|B1X0P0|B1X0P0_CROS5,40.614,4.93e-75,,,,tr|D7E3K2|D7E3K2_NOSA0,59.517,1.9e-133,WP_012410340.1,68.58,1.54e-161,,,
876,asl4362,PCC7120DELTA_RS23490,WP_010998499.1,WP_010998499,Q8YP38,PCC7120DELTA_RS23490,type II toxin-antitoxin system HicA family toxin,Asl4362 protein,0.315175551,0.71090533,0.118880421,0.1157409,0.342467842,0.668576387,0.117937933,0.2408892,349,0.000903082,0.903081808,5224206,5224555,1.0,0.0,0.0,3,0.375,73.05033333,0.0,,,0.0,0.0,,,tr|Q3M7V8|Q3M7V8_TRIV2,90.244,5.3e-50,,,,tr|Q4C3X6|Q4C3X6_CROWT,58.537,3.2600000000000003e-32,,,,,,,,,,WP_012411632.1,70.37,2.9300000000000004e-35,,,
877,alr1690,PCC7120DELTA_RS10245,WP_010995859.1,WP_010995859,Q8YWC3,PCC7120DELTA_RS10245,peptidoglycan-binding domain-containing protein,Cell wall-binding protein,0.315112432,0.225160678,0.378462355,0.34171426,0.503600849,0.282681059,0.571247725,0.65687376,1375,0.000229173,0.229172678,2018566,2019941,1.0,0.0,0.0,2,0.25,78.9315,0.0,,,0.0,0.0,,,tr|Q3MDZ6|Q3MDZ6_TRIV2,91.745,0.0,,,,,,,,,,,,,,,,WP_012407751.1,66.118,0.0,,,
878,alr5028,PCC7120DELTA_RS26730,WP_010999154.1,WP_010999154,Q8YMA6,PCC7120DELTA_RS26730,alpha/beta fold hydrolase,Alr5028 protein,0.314955824,0.719431103,0.080932955,0.14450341,0.440660346,0.659767773,0.251406191,0.41080707,991,0.000317816,0.31781617,6000120,6001111,2.0,0.0,0.0,2,0.25,90.1725,0.0,,,0.0,0.0,,,tr|Q3MAT0|Q3MAT0_TRIV2,98.311,0.0,,,,,,,,,,,,,,,,WP_012412732.1,82.034,0.0,,,
879,alr0303,PCC7120DELTA_RS03470,WP_010994480.1,WP_010994480,Q8Z000,PCC7120DELTA_RS03470,CU044_2847 family protein,Alr0303 protein,0.3148537,0.439296457,0.144801799,0.36046284,0.573844235,0.617587969,0.464662211,0.6392825,445,0.000707536,0.707536404,344498,344943,1.0,0.0,0.0,1,0.125,96.491,0.0,,,0.0,0.0,,,tr|Q3M8M0|Q3M8M0_TRIV2,96.491,3.05e-76,,,,,,,,,,,,,,,,,,,,,
880,alr3397,PCC7120DELTA_RS18720,WP_010997547.1,WP_010997547,Q8YRP7,PCC7120DELTA_RS18720,putative PEP-binding protein,"Phosphoenolpyruvate synthase (EC 2.7.9.2) (Pyruvate, water dikinase)",0.314601531,0.850302803,0.053191884,0.040309906,0.336062472,0.858333646,0.029092905,0.120760866,2428,0.000129572,0.129572294,4105044,4107472,1.0,0.0,41.132,8,1.0,54.84875,0.0,,,0.0,0.0,tr|B1WU61|B1WU61_CROS5,tr|B7KDV0|B7KDV0_GLOC7,tr|Q3M7P1|Q3M7P1_TRIV2,93.806,0.0,,,,tr|Q4BWK1|Q4BWK1_CROWT,42.152,0.0,tr|B1WU61|B1WU61_CROS5,41.132,0.0,tr|B7KDV0|B7KDV0_GLOC7,43.671,0.0,tr|D7DVP0|D7DVP0_NOSA0,64.524,0.0,WP_012412392.1,68.702,0.0,,,
881,alr1721,PCC7120DELTA_RS10410,WP_010995890.1,WP_010995890,Q8YW94,PCC7120DELTA_RS10410,TetR/AcrR family transcriptional regulator,Transcriptional regulator,0.314419866,0.718643739,0.097785205,0.12683065,0.335144729,0.763946432,0.101055101,0.14043266,673,0.000467191,0.467191479,2070334,2071007,1.0,0.0,0.0,1,0.125,93.684,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,WP_012411832.1,93.684,1.44e-133,,,
882,asr4004,,,,,,,,0.314256063,0.618439442,0.134513733,0.18981501,0.469497841,0.596849865,0.346604346,0.4650393,349,0.000900447,0.900447173,4823169,4823518,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
883,alr1560,PCC7120DELTA_RS09615,WP_010995729.1,WP_010995729,,PCC7120DELTA_RS09615,DUF5615 family PIN-like protein,,0.314209409,0.562896246,0.106321601,0.27341038,0.459735978,0.665148075,0.296475261,0.4175846,460,0.000683064,0.683063933,1824325,1824785,1.0,0.0,0.0,2,0.25,86.3605,0.0,,,0.0,0.0,,,tr|Q3M5G9|Q3M5G9_TRIV2,76.923,2.6599999999999997e-62,,,,,,,,,,,,,,,,WP_052304596.1,95.798,6.91e-81,,,
884,alr2269,PCC7120DELTA_RS13200,WP_044521308.1,WP_044521308,,PCC7120DELTA_RS13200,BamA/TamA family outer membrane protein,,0.314155338,0.466503051,0.121373948,0.35458902,0.467335991,0.491512835,0.340583837,0.5699113,2602,0.000120736,0.120736102,2731206,2733808,1.0,2.0,56.908,7,0.875,66.05057143,1.0,56.6375,9.413071429,0.0,0.0,tr|B1WQL7|B1WQL7_CROS5,tr|B7KKQ3|B7KKQ3_GLOC7,tr|Q3MH16|Q3MH16_TRIV2,96.429,0.0,tr|B5W228|B5W228_LIMMA,54.531,0.0,,,,tr|B1WQL7|B1WQL7_CROS5,56.908,0.0,tr|B7KKQ3|B7KKQ3_GLOC7,59.027,0.0,tr|D7E466|D7E466_NOSA0,65.842,0.0,WP_012409450.1,68.213,0.0,tr|P73472|P73472_SYNY3,58.744,0.0
885,alr4485,PCC7120DELTA_RS24075,WP_010998618.1,WP_010998618,Q8YNS6,PCC7120DELTA_RS24075,ABC transporter permease,Transport permease protein,0.31392407,0.692056598,0.136649817,0.113065794,0.278430979,0.588748628,0.102405989,0.14413832,907,0.000346113,0.346112535,5369298,5370205,2.0,2.0,69.403,8,1.0,69.544375,1.0,48.918,20.626375,0.0,0.0,tr|B1WVJ5|B1WVJ5_CROS5,tr|B7K7B9|B7K7B9_GLOC7,tr|Q3M7T3|Q3M7T3_TRIV2,98.134,0.0,tr|B5W378|B5W378_LIMMA,30.189,1.48e-22,tr|Q4C3G2|Q4C3G2_CROWT,69.776,1.8e-131,tr|B1WVJ5|B1WVJ5_CROS5,69.403,2.68e-130,tr|B7K7B9|B7K7B9_GLOC7,66.797,2.79e-124,tr|D7E0R8|D7E0R8_NOSA0,85.075,2.05e-155,WP_041566365.1,30.97,6.57e-23,tr|P74731|P74731_SYNY3,67.647,3.13e-119
886,alr3825,PCC7120DELTA_RS20840,WP_010997966.1,WP_010997966,Q8YQJ8,PCC7120DELTA_RS20840,SDH family Clp fold serine proteinase,Alr3825 protein,0.313907064,0.675772165,0.132553503,0.13339552,0.470929288,0.66576371,0.321435843,0.4255883,994,0.000315802,0.315801875,4623971,4624965,2.0,0.0,0.0,2,0.25,95.5965,0.0,,,0.0,0.0,,,tr|Q3MBZ0|Q3MBZ0_TRIV2,98.99,0.0,,,,,,,,,,,,,,,,WP_012412020.1,92.203,0.0,,,
887,alr2903,PCC7120DELTA_RS16275,WP_010997054.1,WP_010997054,Q8YT24,PCC7120DELTA_RS16275,SDR family oxidoreductase,Alr2903 protein,0.313880963,0.699047165,0.179300829,0.063294895,0.289154039,0.711319263,0.068263077,0.08787978,919,0.000341546,0.341546206,3543594,3544513,1.0,0.0,61.303,5,0.625,71.1322,0.0,,,0.0,0.0,tr|B1X2W0|B1X2W0_CROS5,,tr|Q3MEG2|Q3MEG2_TRIV2,96.691,0.0,,,,tr|Q4C1Q6|Q4C1Q6_CROWT,61.364,8.49e-112,tr|B1X2W0|B1X2W0_CROS5,61.303,7.6099999999999995e-112,,,,,,,WP_012407354.1,75.0,1.36e-144,,,
888,alr1401,PCC7120DELTA_RS08835,WP_010995573.1,WP_010995573,Q8YX17,PCC7120DELTA_RS08835,Uma2 family endonuclease,Alr1401 protein,0.313776066,0.43122894,0.134656156,0.3754431,0.50971814,0.517851854,0.428669548,0.582633,682,0.000460082,0.460082208,1666898,1667580,1.0,1.0,51.042,7,0.875,57.345,0.5,43.21,14.135,0.0,0.0,tr|B1WWV1|B1WWV1_CROS5,tr|B7K705|B7K705_GLOC7,tr|Q3MD71|Q3MD71_TRIV2,55.44,4.3599999999999996e-69,,,,tr|Q4C8Z0|Q4C8Z0_CROWT,55.263,1.0899999999999999e-69,tr|B1WWV1|B1WWV1_CROS5,51.042,1.41e-65,tr|B7K705|B7K705_GLOC7,51.309,9.24e-64,,,,WP_012411552.1,86.01,1.9300000000000002e-125,sp|P73844|Y1609_SYNY3,43.21,3.16e-41
889,all0352,PCC7120DELTA_RS03700,WP_010994528.1,WP_010994528,Q8YZV3,PCC7120DELTA_RS03700,SDR family oxidoreductase,NADPH-dependent carbonyl reductase,0.313590202,0.546793067,0.109132425,0.2848451,0.602543626,0.689212011,0.424152907,0.69426596,847,0.000370236,0.370236366,403173,404020,2.0,0.0,0.0,5,0.625,64.2816,0.0,,,0.0,0.0,,tr|B7KC94|B7KC94_GLOC7,tr|Q3M9C2|Q3M9C2_TRIV2,96.371,1.47e-180,,,,,,,,,,tr|B7KC94|B7KC94_GLOC7,46.639,4.5e-71,tr|D7E3L6|D7E3L6_NOSA0,48.291,2.0100000000000002e-73,WP_012407319.1,83.468,8.47e-156,,,
890,all3318,PCC7120DELTA_RS18335,WP_010997469.1,WP_010997469,Q8YRX4,PCC7120DELTA_RS18335,GPW/gp25 family protein,All3318 protein,0.313252826,0.641947159,0.171576087,0.12623523,0.30197761,0.625971334,0.092321887,0.18763961,550,0.000569551,0.569550593,4013699,4014249,0.0,0.0,0.0,3,0.375,35.41333333,0.0,,,0.0,0.0,,tr|B7KJY7|B7KJY7_GLOC7,,,,,,,,,,,,,tr|B7KJY7|B7KJY7_GLOC7,34.507,5.46e-18,,,,WP_012408139.1,37.226,5.2099999999999994e-23,,,
891,all3903,PCC7120DELTA_RS21215,WP_010998044.1,WP_010998044,Q8YQD0,PCC7120DELTA_RS21215,ArsR/SmtB family transcription factor,Transcriptional regulator,0.313237076,0.535096271,0.095876964,0.308738,0.43641407,0.599981347,0.33147548,0.37778538,478,0.000655308,0.65530769,4707360,4707838,1.0,1.0,0.0,1,0.125,96.774,0.5,62.887,33.887,0.0,0.0,,,tr|Q3MC70|Q3MC70_TRIV2,96.774,2.11e-84,tr|B5W734|B5W734_LIMMA,62.887,9.540000000000001e-43,,,,,,,,,,,,,,,,,,
892,all2277,PCC7120DELTA_RS13235,WP_044521313.1,WP_044521313,,PCC7120DELTA_RS13235,aldo/keto reductase,,0.312943117,0.241651131,0.252638374,0.44453984,0.407011861,0.304654741,0.327903825,0.588477,946,0.000330807,0.330806677,2740348,2741294,0.0,0.0,61.3,5,0.625,52.6032,0.0,,,0.0,0.0,tr|B1WTG0|B1WTG0_CROS5,tr|B7K6X4|B7K6X4_GLOC7,,,,,,,,,,tr|B1WTG0|B1WTG0_CROS5,61.3,7.02e-144,tr|B7K6X4|B7K6X4_GLOC7,54.573,7.37e-129,,,,WP_012412743.1,31.27,8.969999999999999e-34,,,
893,alr0543,PCC7120DELTA_RS04645,WP_010994719.1,WP_010994719,Q8YZD4,PCC7120DELTA_RS04645,cobalamin-binding protein,Substrate-binding protein of ABC transporter,0.312585571,0.425774741,0.196103759,0.3158782,0.538050902,0.557496457,0.336699018,0.71995723,1027,0.000304368,0.304367644,635672,636699,1.0,0.0,56.579,8,1.0,65.871375,0.0,,,0.0,0.0,tr|B1X287|B1X287_CROS5,tr|B7KFA4|B7KFA4_GLOC7,tr|Q3M8Y0|Q3M8Y0_TRIV2,96.429,0.0,,,,tr|Q4BZQ2|Q4BZQ2_CROWT,54.934,9.95e-127,tr|B1X287|B1X287_CROS5,56.579,1.8000000000000003e-129,tr|B7KFA4|B7KFA4_GLOC7,55.738,1.4900000000000002e-132,tr|D7E1V7|D7E1V7_NOSA0,73.377,6.5e-174,WP_012411059.1,77.597,0.0,,,
894,all3568,PCC7120DELTA_RS19560,WP_010997718.1,WP_010997718,Q8YR80,PCC7120DELTA_RS19560,MBL fold metallo-hydrolase,All3568 protein,0.312427112,0.606151126,0.212704923,0.11842529,0.265328035,0.598984937,0.07831217,0.118687,1000,0.000312427,0.312427112,4310640,4311640,1.0,0.0,0.0,3,0.375,79.86966667,0.0,,,0.0,0.0,,,tr|Q3M783|Q3M783_TRIV2,96.656,0.0,,,,,,,,,,,,,tr|D7DZU2|D7DZU2_NOSA0,66.779,7.55e-155,WP_012409103.1,76.174,1.4600000000000002e-161,,,
895,alr5228,,,,,,,,0.312421899,0.696251919,0.109689219,0.13132456,0.414274103,0.616717735,0.328769634,0.29733494,670,0.000466301,0.466301342,6242192,6242862,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
896,all4460,PCC7120DELTA_RS23955,WP_010998593.1,WP_010998593,Q8YNV1,PCC7120DELTA_RS23955,hypothetical protein,All4460 protein,0.312311116,0.687013616,0.137160456,0.11275928,0.341070336,0.64853201,0.143602936,0.23107606,655,0.000476811,0.476810865,5344797,5345452,1.0,0.0,0.0,1,0.125,96.175,0.0,,,0.0,0.0,,,tr|Q3M7U5|Q3M7U5_TRIV2,96.175,4.2e-130,,,,,,,,,,,,,,,,,,,,,
897,all0435,PCC7120DELTA_RS04105,WP_010994611.1,WP_010994611,Q8YZM2,PCC7120DELTA_RS04105,hypothetical protein,All0435 protein,0.311820613,0.706530035,0.082812121,0.14611968,0.519927706,0.860362827,0.286071616,0.41334867,487,0.000640289,0.640288734,513740,514227,1.0,1.0,0.0,1,0.125,97.656,0.5,36.283,61.373,0.0,0.0,,,tr|Q3M975|Q3M975_TRIV2,97.656,5.9100000000000005e-86,tr|B5W8R7|B5W8R7_LIMMA,36.283,8.769999999999999e-23,,,,,,,,,,,,,,,,,,
898,alr3730,PCC7120DELTA_RS20365,WP_010997872.1,WP_010997872,Q8YQT7,PCC7120DELTA_RS20365,3' terminal RNA ribose 2'-O-methyltransferase Hen1,Small RNA 2'-O-methyltransferase (EC 2.1.1.386),0.311734419,0.804895696,0.062999553,0.06730801,0.366504293,0.825938281,0.084608682,0.18896592,1483,0.000210205,0.210205272,4502310,4503793,1.0,0.0,0.0,1,0.125,93.45,0.0,,,0.0,0.0,,,tr|Q3MCR9|Q3MCR9_TRIV2,93.45,0.0,,,,,,,,,,,,,,,,,,,,,
899,asr3961,,,,,,,,0.31166092,0.603256975,0.140876422,0.19084936,0.483336216,0.582257083,0.406668033,0.46108353,355,0.000877918,0.877918085,4780622,4780977,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
900,alr3476,PCC7120DELTA_RS19105,WP_010997626.1,WP_010997626,Q8YRH2,PCC7120DELTA_RS19105,hypothetical protein,Type I restriction-modification enzyme S subunit,0.311564513,0.595618445,0.118410444,0.22066465,0.472559369,0.599817839,0.35385307,0.4640072,400,0.000778911,0.778911283,4196003,4196403,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
901,asr3006,,,,,,,,0.311325733,0.73631196,0.106660733,0.091004506,0.318204414,0.724826131,0.079577939,0.15020917,367,0.000848299,0.848299,3647975,3648342,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
902,all0468,PCC7120DELTA_RS04275,WP_044520647.1,WP_044520647,,PCC7120DELTA_RS04275,hypothetical protein,,0.311088841,0.606511129,0.099251006,0.22750439,0.567838636,0.732001766,0.462958493,0.50855565,898,0.000346424,0.346424099,556763,557661,1.0,0.0,0.0,4,0.5,60.80675,0.0,,,0.0,0.0,,tr|B7KCM9|B7KCM9_GLOC7,tr|Q3M941|Q3M941_TRIV2,96.565,0.0,,,,,,,,,,tr|B7KCM9|B7KCM9_GLOC7,45.594,3.12e-73,,,,WP_012410600.1,55.474,8.38e-93,,,
903,asl4361,PCC7120DELTA_RS23485,WP_010998498.1,WP_010998498,Q8YP39,PCC7120DELTA_RS23485,type II toxin-antitoxin system HicB family antitoxin,Asl4361 protein,0.310875353,0.71476395,0.137933569,0.07992854,0.310744821,0.676096135,0.10193995,0.15419838,313,0.000993212,0.99321199,5223992,5224305,1.0,0.0,0.0,3,0.375,79.56733333,0.0,,,0.0,0.0,,,tr|Q3M7V7|Q3M7V7_TRIV2,90.0,1.9799999999999997e-42,,,,tr|Q4BZC2|Q4BZC2_CROWT,71.429,9.86e-35,,,,,,,,,,WP_012411633.1,77.273,1.79e-34,,,
904,all3819,PCC7120DELTA_RS20810,WP_010997960.1,WP_010997960,Q8YQK4,PCC7120DELTA_RS20810,DUF4351 domain-containing protein,All3819 protein,0.310868815,0.443556917,0.232572172,0.25647736,0.408830593,0.458230872,0.359308285,0.40895262,946,0.000328614,0.328613969,4618549,4619495,1.0,1.0,0.0,1,0.125,84.116,0.5,45.622,38.494,0.0,0.0,,,,,,,,,,,,,,,,,,,,,WP_012412102.1,84.116,9.7e-158,tr|Q6ZEL1|Q6ZEL1_SYNY3,45.622,1.1099999999999999e-55
905,all1478,PCC7120DELTA_RS09185,WP_010995648.1,WP_010995648,Q8YWW6,PCC7120DELTA_RS09185,RAMP superfamily CRISPR-associated protein,All1478 protein,0.310554086,0.494397416,0.101264489,0.33600035,0.415079977,0.593797839,0.266910682,0.3845314,859,0.00036153,0.361529786,1740372,1741231,0.0,0.0,0.0,1,0.125,61.504,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,tr|D7DXZ8|D7DXZ8_NOSA0,61.504,1.1000000000000001e-96,,,,,,
906,alr2440,PCC7120DELTA_RS14015,WP_010996596.1,WP_010996596,Q8YUB2,bioU,(S)-8-amino-7-oxononanoate synthase BioU,(S)-8-amino-7-oxononanoate synthase BioU (EC 2.6.1.121) (8-amino-7-oxononanoate carboxylating dehydrogenase),0.310094127,0.775369873,0.042327225,0.112585284,0.396380302,0.77335709,0.138851844,0.27693197,1105,0.000280628,0.28062817,2932838,2933943,3.0,2.0,76.615,8,1.0,81.714375,1.0,74.2865,7.427875,0.0,0.0,tr|B1X0S4|B1X0S4_CROS5,tr|B7KH83|B7KH83_GLOC7,tr|Q3MG88|Q3MG88_TRIV2,98.802,0.0,tr|B5W905|B5W905_LIMMA,77.316,8.11e-171,tr|Q4BVN1|Q4BVN1_CROWT,75.692,2.39e-179,tr|B1X0S4|B1X0S4_CROS5,76.615,0.0,tr|B7KH83|B7KH83_GLOC7,75.719,7.1e-178,tr|D7DWC8|D7DWC8_NOSA0,85.032,0.0,WP_012406944.1,89.521,0.0,sp|Q55650|BIOU_SYNY3,71.257,1.48e-178
907,all4092,PCC7120DELTA_RS22195,WP_010998232.1,WP_010998232,Q8YPU8,PCC7120DELTA_RS22195,J domain-containing protein,All4092 protein,0.309948446,0.575796395,0.16399104,0.1900579,0.426771416,0.512739464,0.371379132,0.39619565,1144,0.000270934,0.270933956,4929938,4931082,1.0,0.0,46.729,5,0.625,59.6252,0.0,,,0.0,0.0,tr|B1X1W3|B1X1W3_CROS5,,tr|Q3MEZ9|Q3MEZ9_TRIV2,92.219,0.0,,,,tr|Q4BV72|Q4BV72_CROWT,47.319,4.2599999999999994e-95,tr|B1X1W3|B1X1W3_CROS5,46.729,5.0599999999999996e-92,,,,,,,WP_012408604.1,65.13,3.7399999999999997e-159,,,
908,asl1992,,,,,,,,0.309533313,0.512898482,0.115772583,0.29992887,0.456392242,0.595899744,0.321119605,0.45215738,334,0.000926746,0.926746446,2387721,2388055,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
