Annotation,ENS_PRED,Gene length,Prob_per_len,GENES,UNIPROTKB,WP,non_diazotroph_hits,diazotroph_hits,unicellular_diazotroph_hits,filamentous_diazotroph_hits,avg_group_pident,Protein_names
all3028,0.2394487752978464,1195,0.00020037554418229824,all3028,Q8YSQ6,WP_010997179,,,,,,Monocarboxylate 2-oxoacid-binding periplasmic protein all3028 (Extracellular solute-binding protein) (Extracytoplasmic solute receptor protein all3028) (TRAP transporter monocarboxylate 2-oxoacid-binding subunit P)
all5165,0.2388930985716727,445,0.0005368384237565679,all5165,Q8YLY1,WP_010999289,0.0,5.0,0.0,5.0,94.72125,All5165 protein
alr4769,0.2386899736559172,784,0.00030445149701009846,alr4769,Q8YN04,WP_010998899,,,,,,Alr4769 protein
alr1223,0.2385867342364444,1642,0.00014530251780538636,alr1223,Q8YXJ0,WP_010995395,0.0,5.0,0.0,5.0,90.0665,RNA helicase (EC 3.6.4.13)
alr3623,0.2385390063421287,541,0.00044092237771188304,alr3623,Q8YR30,WP_010997769,,,,,,Alr3623 protein
alr5283,0.2384880447676079,796,0.00029960809644171847,alr5283,Q8YLL5,WP_010999407,1.0,5.0,0.0,5.0,88.51425,Aldehyde decarbonylase (AD) (EC 4.1.99.5) (Fatty aldehyde decarbonylase)
asr4678,0.2384230044806014,301,0.0007921030049189416,asr4678,Q8YN90,WP_010998809,,,,,,Asr4678 protein
alr3476,0.2383042632875856,400,0.000595760658218964,alr3476,Q8YRH2,WP_010997626,,,,,,Type I restriction-modification enzyme S subunit
asr4653,0.2380993574630915,283,0.0008413404857353056,asr4653,Q8YNB4,WP_010998784,,,,,,UPF0337 protein asr4653
alr3301,0.2380073757418042,934,0.00025482588409186745,alr3301,Q8YRZ1,WP_010997452,,,,,,Alr3301 protein
alr2814,0.2373362529884585,799,0.00029704161825839614,alr2814,Q8YTA9,WP_010996965,,,,,,Alr2814 protein
all4260,0.2372609912329227,538,0.00044100555991249577,all4260,Q8YPD7,WP_010998398,,,,,,All4260 protein
all1145,0.2371404269376148,2026,0.0001170485819040547,all1145,Q8YXR6,WP_010995318,,,,,,histidine kinase (EC 2.7.13.3)
all3041,0.2370839668635051,3223,7.356002695113407e-05,all3041,Q8YSP3,WP_010997192,,,,,,All3041 protein
alr2577,0.236992208884471,937,0.00025292658365471825,alr2577,Q8YTY6,WP_010996733,,,,,,Alr2577 protein
all2198,0.2369659515129472,781,0.00030341351025985557,all2198,Q8YUY3,WP_010996356,,,,,,All2198 protein
asl3480,0.236631292604195,316,0.000748833204443655,asl3480,Q8YRG8,WP_010997630,,,,,,Asl3480 protein
alr4672,0.2366167321048082,1039,0.0002277350645859559,alr4672,Q8YN95,WP_010998803,,,,,,Alr4672 protein
alr1241,0.2365755526122334,730,0.00032407609946881287,alr1241,Q8YXH2,WP_010995413,2.0,7.0,2.0,5.0,89.88375,Flavin prenyltransferase UbiX (EC 2.5.1.129)
all5322,0.2364886924138315,1339,0.0001766159017280295,all5322,Q8YLH6,WP_010999446,,,,,,All5322 protein
alr3561,0.2364673269918732,2023,0.00011688943499351122,alr3561,Q8YR87,WP_010997711,2.0,10.0,5.0,5.0,91.74375,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)
asr1366,0.2362293087759608,214,0.0011038752746540224,asr1366,P58246,WP_010995538,1.0,5.0,0.0,5.0,94.5945,Cytochrome b6-f complex subunit 5 (Cytochrome b6-f complex subunit PetG) (Cytochrome b6-f complex subunit V)
alr3366,0.2361605148761495,493,0.0004790274135418854,alr3366,Q8YRS7,WP_010997517,,,,,,Alr3366 protein
asl3236,0.2361547632904373,325,0.0007266300408936533,asl3236,Q8YS55,WP_010997387,,,,,,Asl3236 protein
all5177,0.2358979762330542,547,0.00043125772620302414,all5177,Q8YLW9,WP_010999301,,,,,,All5177 protein
all3289,0.2358590677266411,3970,5.9410344515526725e-05,all3289,Q8YS03,WP_010997440,,,,,,All3289 protein
alr3008,0.2356757802069725,463,0.0005090189637299622,alr3008,Q8YSS6,WP_010997159,,,,,,Alr3008 protein
alr2872,0.2354700545618261,433,0.0005438107495654182,alr2872,Q8YT54,WP_010997023,,,,,,Alr2872 protein
alr2820,0.2354299888429209,739,0.0003185791459308808,alr2820,Q8YTA4,WP_010996971,,,,,,Alr2820 protein
all4869,0.2353033848774166,679,0.0003465440130742512,all4869,Q8YMR4,WP_010998995,,,,,,All4869 protein
alr5059,0.2350510463721275,1207,0.0001947398892892523,alr5059,Q8YM80,WP_010999185,0.0,5.0,0.0,5.0,88.791,peptidylprolyl isomerase (EC 5.2.1.8)
all0823,0.2349412860790667,478,0.0004915089666926081,all0823,Q8YYM5,WP_010994997,,,,,,Two-component response regulator
all2341,0.2347407336205207,448,0.0005239748518315195,all2341,P20857,WP_044521338,0.0,5.0,0.0,5.0,88.51350000000001,Thioredoxin 2 (Thioredoxin-2) (Trx-2)
alr3932,0.2346941533272613,796,0.0002948419011649011,alr3932,Q8YQA1,WP_010998073,,,,,,Alr3932 protein
alr3661,0.2346828680252394,412,0.0005696186117117462,alr3661,Q8YQZ9,WP_010997805,2.0,10.0,5.0,5.0,96.088,Co-chaperonin GroES (10 kDa chaperonin) (Chaperonin-10) (Cpn10)
all1876,0.2346691447382235,1072,0.0002189077842707309,all1876,Q8YVU8,WP_010996040,,,,,,All1876 protein
alr3379,0.2345188007126906,805,0.000291327702748684,alr3379,Q8YRR4,WP_010997530,,,,,,Alr3379 protein
alr2864,0.2344368000632591,1279,0.00018329695079222758,alr2864,Q8YT62,WP_010997015,,,,,,Alr2864 protein
asl3868,0.2343472484164772,337,0.0006953924285355407,asl3868,Q8YQG3,WP_010998009,,,,,,Asl3868 protein
alr1298,0.2342526239424566,604,0.000387835470103405,alr1298,Q8YXB7,WP_010995470,,,,,,Alr1298 protein
all3500,0.2340401357898278,3178,7.364384386086463e-05,all3500,Q8YRE8,WP_010997650,,,,,,All3500 protein
alr2768,0.2338667090941689,871,0.0002685036843790688,alr2768,Q8YTE9,WP_010996921,,,,,,Alr2768 protein
all4801,0.2334515624106485,661,0.0003531793682460643,all4801,Q8YMX3,WP_010998931,0.0,5.0,0.0,5.0,90.51075,All4801 protein
all2320,0.2331339676446787,694,0.00033592790726898945,all2320,Q8YUM1,WP_010996476,,,,,,All2320 protein
alr1422,0.2329955416003835,586,0.0003976033133112346,alr1422,Q8YWZ7,WP_010995594,,,,,,Alr1422 protein
alr0506,0.2326924283372559,685,0.00033969697567482615,alr0506,Q8YZF4,WP_010994682,,,,,,Alr0506 protein
all1804,0.2325365103146427,3964,5.866208635586345e-05,all1804,Q8YW12,WP_010995972,,,,,,histidine kinase (EC 2.7.13.3)
all3753,0.2324651099912621,892,0.000260611109855675,all3753,Q8YQR6,WP_010997894,,,,,,All3753 protein
alr0101,0.2324461321067824,877,0.0002650469009199343,alr0101,Q8Z0J2,WP_010994278,,,,,,Alr0101 protein
all1411,0.2323225922246179,472,0.0004922088818318176,all1411,Q8YX08,WP_010995583,,,,,,All1411 protein
alr0586,0.2321374912357302,1096,0.00021180428032457134,alr0586,Q8YZ93,WP_010994762,,,,,,Alr0586 protein
alr5099,0.232052026470159,721,0.000321847470832398,alr5099,Q8YM41,WP_010999225,,,,,,Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)
all2894,0.2319976052692375,1201,0.00019317036242234595,all2894,Q8YT32,WP_010997045,0.0,5.0,0.0,5.0,91.78,Holliday junction branch migration complex subunit RuvB (EC 3.6.4.-)
all1415,0.2319902671553619,832,0.0002788344557155792,all1415,Q8YX04,WP_010995587,,,,,,All1415 protein
alr4893,0.231723811186941,2131,0.00010873947028950774,alr4893,Q8YMP0,WP_010999019,,,,,,Alr4893 protein
alr4494,0.231719255003088,1168,0.00019838977311908217,alr4494,Q8YNR7,WP_010998627,,,,,,Mannosyltransferase
all0835,0.2315596844001728,574,0.00040341408432085856,all0835,Q8YYL3,WP_010995009,,,,,,All0835 protein
all1542,0.2313900769264395,472,0.0004902332138272023,all1542,Q8YWR2,WP_010995711,,,,,,All1542 protein
asl4547,0.2313581113708569,373,0.0006202630331658362,asl4547,Q8YNL7,WP_010998680,0.0,5.0,0.0,5.0,90.8335,UPF0367 protein asl4547
all4724,0.231050205824526,1333,0.00017333098711517332,all4724,Q8YN46,WP_010998855,,,,,,All4724 protein
all2260,0.2303871623466112,1003,0.00022969806814218463,all2260,Q8YUS4,WP_010996417,,,,,,All2260 protein
all0604,0.2298544994668216,460,0.0004996836944930904,all0604,Q9L3R6,WP_010994780,,,,,,All0604 protein (ORF119)
all2654,0.2298264333719173,4354,5.2785124798327356e-05,all2654,Q8YTQ9,WP_010996810,,,,,,All2654 protein
alr3385,0.2295141984488335,1288,0.00017819425345406327,alr3385,Q8YRQ9,WP_010997535,,,,,,Alr3385 protein
all4410,0.2292599294435274,1246,0.0001839967331007443,all4410,Q8YNZ9,WP_010998545,,,,,,All4410 protein
alr1383,0.2291453741077322,1735,0.0001320722617335632,alr1383,Q8YX35,WP_010995555,,,,,,Permease protein of iron(III) ABC transporter
all1477,0.229016363252074,1405,0.00016300097028617368,all1477,Q8YWW7,WP_010995647,,,,,,All1477 protein
asr3830,0.2289099347238866,370,0.0006186754992537476,asr3830,Q8YQJ3,WP_010997971,,,,,,Asr3830 protein
alr3242,0.2288347578616009,2734,8.369961882282404e-05,alr3242,Q8YS49,WP_010997393,,,,,,Heme transport protein
alr4516,0.2287681721745308,823,0.00027796861746601557,alr4516,Q8YNP8,WP_010998649,,,,,,Alr4516 protein
alr4837,0.2287380377516589,820,0.0002789488265264133,alr4837,Q8YMU0,WP_010998965,0.0,5.0,0.0,5.0,88.6565,Alr4837 protein
alr4788,0.2285975889432691,622,0.000367520239458632,alr4788,Q8YMY6,WP_010998918,,,,,,Alr4788 protein
all1760,0.2284067543740635,736,0.00031033526409519495,all1760,Q8YW56,WP_010995928,,,,,,Transcription antitermination protein NusB (Antitermination factor NusB)
alr3092,0.2284006552549608,3973,5.748820922601581e-05,alr3092,Q8YSJ3,WP_010997243,,,,,,histidine kinase (EC 2.7.13.3)
all2315,0.2282240311787148,1096,0.00020823360509006824,all2315,Q8YUM5,WP_010996471,3.0,10.0,5.0,5.0,94.3225,Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)
all5163,0.227966584214546,988,0.0002307354091240344,all5163,Q8YLY3,WP_010999287,,,,,,All5163 protein
all1239,0.2279046221813586,934,0.00024400923145755739,all1239,Q8YXH4,WP_010995411,,,,,,All1239 protein
alr5212,0.2275948199355063,616,0.0003694721102849128,alr5212,Q8YLT4,WP_010999336,,,,,,Alr5212 protein
alr4027,0.2273878421708539,511,0.0004449859925065634,alr4027,Q8YQ13,WP_010998167,,,,,,Alr4027 protein
all3679,0.2273116495943775,985,0.00023077324831916496,all3679,Q8YQY1,WP_010997823,0.0,5.0,0.0,5.0,88.52025,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)
alr5168,0.2272533915202449,1060,0.00021438999200023103,alr5168,Q8YLX8,WP_010999292,,,,,,Alr5168 protein
alr1080,0.2269686432374649,1384,0.0001639946844201336,alr1080,P54752,WP_010995254,0.0,5.0,0.0,5.0,90.08725,Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)
all1649,0.2265912097221874,4813,4.707899641017815e-05,all1649,Q8YWG4,WP_010995818,,,,,,All1649 protein
alr1056,0.2265020169128804,556,0.0004073777282605763,alr1056,Q8YXZ9,WP_010995230,,,,,,Alr1056 protein
all0852,0.2264664233469306,709,0.0003194166760887597,all0852,Q8YYJ6,WP_010995026,,,,,,All0852 protein
alr2488,0.2264494543955536,427,0.0005303265910902895,alr2488,Q8YU66,WP_010996644,,,,,,UPF0145 protein alr2488
all1897,0.2263686603130869,817,0.00027707302363902923,all1897,Q8YVS7,WP_010996061,0.0,5.0,0.0,5.0,90.44125,Heme oxygenase 1 (EC 1.14.14.18)
all4916,0.2261255048528073,1699,0.00013309329302696132,all4916,Q8YML7,WP_010999042,,,,,,All4916 protein
asl4395,0.2261010962298012,364,0.0006211568577741791,asl4395,Q8YP12,WP_010998532,0.0,5.0,0.0,5.0,91.91725,Asl4395 protein
alr2591,0.2258005523861202,1087,0.0002077281990672679,alr2591,Q8YTX2,WP_010996747,,,,,,Transcriptional regulator
all0371,0.2256805458589938,1369,0.00016485065438933075,all0371,Q8YZT6,WP_010994547,,,,,,All0371 protein
asr2994,0.2255903719301295,373,0.0006047999247456555,asr2994,Q8YST9,WP_010997145,0.0,5.0,0.0,5.0,86.38875,Asr2994 protein
all3045,0.2254897451066684,1618,0.00013936325408323138,all3045,Q8YSN9,WP_010997196,,,,,,All3045 protein
alr2719,0.225335523893076,1459,0.0001544451842995723,alr2719,Q8YTJ8,WP_010996872,,,,,,Transposase
all3436,0.2252420275433506,430,0.0005238186687054665,all3436,Q8YRL0,WP_010997586,,,,,,All3436 protein
all0915,0.2251243599354309,1006,0.0002237816699159353,all0915,Q8YYD5,WP_010995089,,,,,,All0915 protein
alr3828,0.2248089829560757,562,0.00040001598390760804,alr3828,Q8YQJ5,WP_010997969,0.0,5.0,0.0,5.0,88.94375,Ribosome maturation factor RimP
alr0436,0.2247817418449836,1513,0.00014856691463647296,alr0436,Q8YZM1,WP_010994612,,,,,,Alr0436 protein
alr2445,0.2245462267295356,847,0.000265107705701931,alr2445,Q8YUA7,WP_010996601,,,,,,Protein GrpE (HSP-70 cofactor)
asl2490,0.224094723298303,361,0.0006207610063664903,asl2490,Q8YU64,WP_010996646,,,,,,Asl2490 protein
asl4146,0.2240164370256545,364,0.0006154297720485013,asl4146,Q8YPP6,WP_010998285,,,,,,sulfiredoxin (EC 1.8.98.2)
all0495,0.223907683520574,1441,0.00015538354165202915,all0495,Q8YZG5,WP_010994671,,,,,,All0495 protein
alr0679,0.2238970214277266,1090,0.00020541011140158403,alr0679,Q8YZ09,WP_010994855,,,,,,Alr0679 protein
asl1993,0.2234078281279575,292,0.0007650953018080737,asl1993,Q8YVI5,WP_010996154,,,,,,Asl1993 protein
all4052,0.2230560272023116,2002,0.00011141659700415165,all4052,Q8YPY8,WP_010998192,,,,,,Transketolase
all4744,0.2230540424570172,1942,0.00011485790033831988,all4744,Q8YN26,WP_010998875,,,,,,All4744 protein
alr3125,0.2230179903525594,814,0.00027397787512599436,alr3125,Q8YSG3,WP_010997276,,,,,,Heme oxygenase
alr2138,0.2229068516210066,730,0.00030535185153562547,alr2138,Q8YV43,WP_010996296,,,,,,Two-component response regulator
all5060,0.2228856254582691,673,0.0003311822072188248,all5060,Q8YM79,WP_010999186,,,,,,All5060 protein
alr5189,0.2228148063915264,1714,0.00012999696989003873,alr5189,Q8YLV7,WP_010999313,,,,,,histidine kinase (EC 2.7.13.3)
alr5201,0.2227055274846588,1393,0.00015987475052739325,alr5201,Q8YLU5,WP_010999325,,,,,,Glycosyltransferase
all2609,0.2223887456987817,1060,0.0002098007034894167,all2609,Q8YTV4,WP_010996765,,,,,,Iron(III) dicitrate-binding periplasmic protein
all2684,0.2223445460642727,640,0.0003474133532254261,all2684,Q8YTN1,WP_010996839,,,,,,type I site-specific deoxyribonuclease (EC 3.1.21.3)
all0391,0.22216910095012,1297,0.00017129460366239013,all0391,Q8YZR6,WP_010994567,,,,,,All0391 protein
asl4034,0.2217310864524335,319,0.0006950817757129577,asl4034,Q8YQ06,WP_010998174,,,,,,UPF0426 protein asl4034
asr1559,0.2211883140302077,352,0.0006283758921312719,asr1559,Q8YWP5,WP_010995728,,,,,,Asr1559 protein
alr3417,0.2211466898867918,610,0.00036253555719146195,alr3417,Q8YRM7,WP_010997567,,,,,,Alr3417 protein
all5295,0.2209390034762819,1105,0.00019994479952604695,all5295,Q8YLK3,WP_010999419,,,,,,All5295 protein
all3578,0.220553024418264,2734,8.067045516395903e-05,all3578,Q8YR72,WP_010997727,0.0,5.0,0.0,5.0,91.52625,DNA polymerase III alpha subunit
all2424,0.2205426888958768,535,0.0004122293250390221,all2424,Q8YUC8,WP_010996580,,,,,,All2424 protein
alr3421,0.2204203063521368,748,0.000294679553946707,alr3421,P0A384,WP_010997571,3.0,10.0,5.0,5.0,99.06975,Cytochrome b6
alr4734,0.2204065571560753,643,0.0003427784714713457,alr4734,Q8YN36,WP_010998865,,,,,,Alr4734 protein
all2149,0.2203918318066657,1120,0.0001967784212559515,all2149,Q8YV32,WP_010996307,,,,,,Transcriptional regulator
all1019,0.2198705654892684,928,0.0002369294886737806,all1019,Q8YY33,WP_010995193,1.0,5.0,0.0,5.0,91.72724999999998,Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)
all4989,0.2198084897161052,2380,9.235650828407781e-05,all4989,Q8YME5,WP_010999115,,,,,,All4989 protein
alr1233,0.2197779125232649,931,0.000236066501099103,alr1233,Q8YXI0,WP_010995405,,,,,,Alr1233 protein
alr3304,0.2196609045978282,1483,0.0001481192883329927,alr3304,Q8YRY8,WP_010997455,,,,,,Alr3304 protein
all5311,0.2194794343623257,2656,8.263532920268287e-05,all5311,Q8YLI7,WP_010999435,,,,,,All5311 protein
alr3009,0.2193634174902523,898,0.0002442799749334658,alr3009,Q8YSS5,WP_010997160,,,,,,Alr3009 protein
alr3224,0.2193097809691017,1555,0.00014103522891903647,alr3224,Q8YS67,WP_010997375,,,,,,Alr3224 protein
asr3342,0.2191976631840738,355,0.0006174582061523206,asr3342,P58553,WP_010997493,,,,,,Acyl carrier protein (ACP)
all3972,0.2191910104935313,502,0.00043663547907077946,all3972,Q8YQ63,WP_010998113,,,,,,All3972 protein
alr1856,0.2190801962071356,442,0.0004956565525048316,alr1856,Q8YVW5,WP_010996022,,,,,,Alr1856 protein
all1292,0.2190667426247464,529,0.00041411482537759243,all1292,Q8YXC3,WP_010995464,,,,,,All1292 protein
asr2668,0.2190464026436396,316,0.0006931848184925304,asr2668,Q8YTP6,WP_010996824,,,,,,Asr2668 protein
all2778,0.2190200541727768,1120,0.00019555361979712216,all2778,Q9WX36,WP_010996929,,,,,,All2778 protein
alr0668,0.2189622243398331,697,0.00031414953276877056,alr0668,Q8YZ19,WP_010994844,,,,,,Alr0668 protein
alr1146,0.2187772929335306,2644,8.274481578424001e-05,alr1146,Q8YXR5,WP_010995319,,,,,,Alr1146 protein
all3819,0.2187564042904126,946,0.00023124355633236004,all3819,Q8YQK4,WP_010997960,,,,,,All3819 protein
alr3801,0.2187040625504293,742,0.0002947494104453225,alr3801,Q8YQM0,WP_010997942,,,,,,Alr3801 protein
all0184,0.21842306182022,1384,0.00015782013137299135,all0184,Q8Z0B4,WP_010994361,0.0,5.0,0.0,5.0,90.5535,All0184 protein
alr0741,0.2183018612672486,409,0.0005337453820715124,alr0741,Q44560,WP_010994915,1.0,17.0,2.0,15.0,89.95774999999999,Putative RNA-binding protein RbpA
asl4482,0.2181768823612044,295,0.0007395826520718793,asl4482,Q8YNS9,WP_010998615,0.0,5.0,0.0,5.0,87.70475,Asl4482 protein
all2129,0.2181755544599049,2977,7.328705222032413e-05,all2129,Q8YV52,WP_010996287,,,,,,All2129 protein
all4402,0.217967370092653,826,0.00026388301464001573,all4402,Q8YP07,WP_010998537,,,,,,All4402 protein
all1089,0.2179560366752311,1447,0.00015062614835883285,all1089,Q8YXW8,WP_010995263,,,,,,All1089 protein
alr0974,0.2175195331788936,1009,0.0002155793193051473,alr0974,Q8YY77,WP_010995148,,,,,,Binding protein of ABC transporter component
all1088,0.21735550535849,1507,0.00014423059413303915,all1088,Q8YXW9,WP_010995262,,,,,,histidine kinase (EC 2.7.13.3)
asl4098,0.2167776297565968,295,0.0007348394229037181,asl4098,Q8YPU2,WP_010998238,,,,,,Asl4098 protein
all4233,0.21656753467716,1573,0.00013767802585960584,all4233,Q8YPG1,WP_010998371,,,,,,All4233 protein
asr0773,0.216565266374494,388,0.0005581579030270464,asr0773,Q8YYS3,WP_010994947,,,,,,Asr0773 protein
alr0312,0.2164985217565889,1864,0.00011614727562048761,alr0312,Q8YZZ2,WP_010994488,,,,,,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9)
alr3102,0.2163642584846782,640,0.00033806915388230965,alr3102,Q8YSI3,WP_010997253,,,,,,Alr3102 protein
alr3471,0.2163559870887501,2266,9.54792529076567e-05,alr3471,Q8YRH6,WP_010997621,,,,,,Alr3471 protein
alr4529,0.216294576507665,745,0.00029032829061431545,alr4529,Q8YNN5,WP_010998662,,,,,,Alr4529 protein
alr1577,0.2162627591922278,1201,0.00018006890856971507,alr1577,Q8YWM8,WP_010995746,,,,,,Alr1577 protein
all2598,0.2157879998725858,955,0.00022595602080899036,all2598,Q8YTW5,WP_010996754,,,,,,All2598 protein
alr1370,0.2157121043006957,1465,0.00014724375720184007,alr1370,Q8YX47,WP_010995542,,,,,,Alr1370 protein
asl0009,0.2156834378491448,346,0.0006233625371362566,asl0009,P12409,WP_010994186,3.0,10.0,5.0,5.0,96.5855,ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)
alr4058,0.2154226322131385,1909,0.0001128458000068824,alr4058,Q8YPY2,WP_010998198,,,,,,Alr4058 protein
alr3150,0.215317732884599,1561,0.00013793576738283086,alr3150,Q8YSD8,WP_010997301,,,,,,Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)
alr4965,0.2152980381408353,640,0.00033640318459505515,alr4965,Q8YMG8,WP_010999091,,,,,,Alr4965 protein
alr2526,0.2151999639261281,1102,0.00019528127398015256,alr2526,Q8YU35,WP_010996682,,,,,,Luciferase-alpha subunit
all5013,0.2151737907920425,544,0.0003955400566030193,all5013,Q8YMC1,WP_010999139,,,,,,All5013 protein
alr1376,0.2151467343927213,1306,0.00016473716262842367,alr1376,Q8YX41,WP_010995548,,,,,,Alr1376 protein
all2546,0.2149289261440159,646,0.0003327073160124085,all2546,Q8YU15,WP_010996702,,,,,,All2546 protein
asl0749,0.214707311686722,370,0.0005802900315857351,asl0749,Q8YYU7,WP_010994923,0.0,5.0,0.0,5.0,89.32575,Small ribosomal subunit protein uS15 (30S ribosomal protein S15)
alr4597,0.2146212498360399,1684,0.00012744729800239898,alr4597,Q8YNG9,WP_010998728,,,,,,site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)
all3282,0.2146133305739776,568,0.0003778403707288338,all3282,Q8YS10,WP_010997433,,,,,,All3282 protein
alr4045,0.2145075329949763,781,0.00027465753264401574,alr4045,Q8YPZ5,WP_010998185,,,,,,Alr4045 protein
asl0884,0.2145071854219139,397,0.0005403203663020502,asl0884,Q8YYG6,WP_010995058,,,,,,Asl0884 protein
all3439,0.2143598143082511,478,0.0004484514943687262,all3439,Q8YRK7,WP_010997589,,,,,,All3439 protein
all4349,0.2143557737233671,1300,0.00016488905671028237,all4349,Q8YP51,WP_010998486,,,,,,All4349 protein
alr2307,0.2139400397282745,1513,0.00014140121594730635,alr2307,Q8YUN2,WP_010996463,,,,,,histidine kinase (EC 2.7.13.3)
alr2132,0.213657437814237,1279,0.00016705038140284363,alr2132,Q8YV49,WP_010996290,,,,,,Alr2132 protein
alr0079,0.2135761262964215,1336,0.00015986236998235143,alr0079,Q8Z0L2,WP_010994256,,,,,,Esterase
all4213,0.2135577837303247,415,0.000514597069229698,all4213,Q8YPI1,WP_010998351,0.0,5.0,0.0,5.0,88.4615,Large ribosomal subunit protein uL23 (50S ribosomal protein L23)
asr0013,0.2134064766693835,391,0.00054579661552272,asr0013,Q8Z0S0,WP_010994190,,,,,,Asr0013 protein
alr3757,0.2133740433153599,2182,9.778828749558198e-05,alr3757,Q8YQR2,WP_010997898,,,,,,Cellulose synthase catalytic subunit
alr3684,0.2128967507048823,1438,0.00014805059158893067,alr3684,Q8YQX7,WP_010997827,3.0,10.0,5.0,5.0,96.3565,ATP-dependent Clp protease ATP-binding subunit ClpX
alr4323,0.2128111616050548,997,0.00021345151615351535,alr4323,Q8YP77,WP_010998461,,,,,,Peptide O-xylosyltransferase
